Rome1;Rome2;Rome3;Intitule;OGR
H;32;02;Monteur / Monteuse process en industrie plastique et caoutchouc;16854
H;32;02;Monteur-régleur / Monteuse-régleuse en extrusion;16893
H;32;02;Monteur-régleur / Monteuse-régleuse en injection;16894
H;32;02;Opérateur monteur / Opératrice monteuse en industrie plastique et caoutchouc;17242
H;32;02;Régleur / Régleuse de machines à compression de matières plastiques/caoutchouc;18437
H;32;02;Régleur / Régleuse de machines à extrusion de matières plastiques/caoutchouc;18438
H;32;02;Régleur / Régleuse de machines à extrusion soufflage;18439
H;32;02;Régleur / Régleuse de machines à injection de matières plastiques/caoutchouc;18440
H;32;02;Régleur / Régleuse de machines de soufflage de matières plastiques/caoutchouc;18442
H;32;02;Régleur / Régleuse de machines de thermoformage;18443
H;32;02;Régleur / Régleuse de machines de transformation des matières plastiques;18444
H;32;02;Régleur / Régleuse de machines de transformation des matières thermoplastiques;18445
H;32;02;Régleur / Régleuse de presse à injecter;18449
H;32;02;Régleur / Régleuse de presse à thermoformer de matières plastiques;18450
H;32;02;Régleur / Régleuse en extrusion;18456
H;32;02;Régleur / Régleuse sur presse caoutchouc;18484
H;32;02;Régleur-monteur / Régleuse-monteuse moule en industrie plastique/caoutchouc;18494
H;32;02;Responsable injection en plasturgie;19106
H;32;02;Technicien / Technicienne d'atelier de plasturgie ou caoutchouc;19718
H;32;02;Technicien / Technicienne de production en caoutchouc;19906
H;32;02;Technicien / Technicienne de production en matériaux composites;19913
H;32;02;Technicien / Technicienne de production en matières plastiques;19914
H;32;02;Technicien / Technicienne des plastiques armés;19950
H;32;02;Technicien / Technicienne extrusion en industrie plastique et caoutchouc;20145
H;32;02;Technicien / Technicienne injection en industrie plastique et caoutchouc;20170
H;32;02;Technicien / Technicienne plasturgiste en production;20213
H;32;02;Technicien régleur / Technicienne régleuse en industrie plastique et caoutchouc;20236
H;32;02;Technicien régleur / Technicienne régleuse en injection;20237
H;32;02;Technicien régleur / Technicienne régleuse en plasturgie;20238
H;32;03;Fabrication de pièces en matériaux composites; 
H;32;03;Aide-mouleur-stratifieur / Aide-mouleuse-stratifieuse;10883
H;32;03;Applicateur stratifieur / Applicatrice stratifieuse;11093
H;32;03;Drapeur / Drapeuse;14530
H;32;03;Mouleur / Mouleuse en stratifiés;16913
H;32;03;Mouleur-stratifieur / Mouleuse-stratifieuse;16920
H;32;03;Mouleur-stratifieur / Mouleuse-stratifieuse en thermodurcissables;16921
H;32;03;Mouliste drapeur / drapeuse;16927
H;32;03;Opérateur / Opératrice en matériaux composites;17203
H;32;03;Opérateur / Opératrice en stratification;17219
H;32;03;Prototypiste en stratifiés;18219
H;32;03;Stratifieur / Stratifieuse;19533
H;32;03;Stratifieur / Stratifieuse en matériaux composites;19535
H;32;03;Stratifieur / Stratifieuse mouliste;19536
H;32;03;Stratifieur drapeur / Stratifieuse drapeuse;19534
H;32;03;Stratifieur-usineur-finisseur / Stratifieuse-usineuse-finisseuse;19537
H;33; ;Préparation et conditionnement; 
H;33;01;Conduite d'équipement de conditionnement; 
H;33;01;Agent / Agente de conditionnement sur machine automatisée;10407
H;33;01;Chef de ligne conditionnement;12184
H;33;01;Conditionneur / Conditionneuse sur machine;12849
H;33;01;Conducteur / Conductrice d'étiqueteuses;13274
H;33;01;Conducteur / Conductrice de dépileuses empileuses;12934
H;33;01;Conducteur / Conductrice de ligne d'emballage;12992
H;33;01;Conducteur / Conductrice de ligne de conditionnement;12981
H;33;01;Conducteur / Conductrice de machines d'emballage;13043
H;33;01;Conducteur / Conductrice de machines de conditionnement;13024
H;33;01;Conducteur / Conductrice de machines de préemballage/suremballage;13033
H;33;01;Conducteur / Conductrice de machines ou de ligne d'embouteillage;13052
H;33;01;Conducteur / Conductrice emballage bobines;13293
H;33;01;Embouteilleur / Embouteilleuse;14745
H;33;01;Opérateur / Opératrice de ligne d'embouteillage;17113
H;33;01;Opérateur / Opératrice de ligne de conditionnement;17110
H;33;01;Opérateur / Opératrice ensachage/palettisation sur machine;17223
H;33;01;Palettiseur / Palettiseuse sur machine;17550
H;33;01;Pilote de soutireuse;17755
H;33;01;Sertisseur / Sertisseuse en industrie alimentaire;200084
H;33;02;"Opérations manuelles d'assemblage; tri ou emballage"; 
H;33;02;Agent / Agente d'opérations manuelles;10729
H;33;02;Agent / Agente d'opérations manuelles en industrie de transformation;10730
H;33;02;Agent / Agente de conditionnement et de manutention;10405
H;33;02;Agent / Agente de conditionnement manuel;10406
H;33;02;Agent / Agente de contrôle et conditionnement manuel;10421
H;33;02;Agent / Agente de finition main et de conditionnement;10458
H;33;02;Agent de fabrication polyvalent / Agente de fabrication polyvalente en industrie;10453
H;33;02;Conditionneur / Conditionneuse main;12848
H;33;02;Échantillonneur / Échantillonneuse en tissu;14555
H;33;02;Opérateur / Opératrice d'emballage manuel;17180
H;33;02;Opérateur / Opératrice de calibrage;17066
H;33;02;Opérateur / Opératrice de conditionnement manuel;17072
H;33;02;Opérateur / Opératrice de finition manuelle;17100
H;33;02;Trieur / Trieuse de placage;20449
H;33;02;Trieur / Trieuse en industrie de transformation;20451
H;33;02;Trieur-choisisseur / Trieuse-choisisseuse en industrie de transformation;20453
H;33;02;Trieur contrôleur / Trieuse contrôleuse en industrie de transformation;20443
H;33;02;Trieur-emballeur / Trieuse-emballeuse en industrie de transformation;20461
H;33;02;Trieur-vérificateur / Trieuse-vérificatrice en industrie de transformation;20464
H;33;02;Visiteur / Visiteuse en verrerie;20702
H;33;03;"Préparation de matières et produits industriels (broyage; mélange; ...)"; 
H;33;03;Animateur / Animatrice composition en industrie verrière;10975
H;33;03;Composeur / Composeuse verre;12782
H;33;03;Conducteur / Conductrice de broyeur en industrie alimentaire;12893
H;33;03;Conducteur / Conductrice de broyeur en industrie chimique;12894
H;33;03;Conducteur / Conductrice de mélangeurs en caoutchouc;13101
H;33;03;Conducteur / Conductrice de mélangeurs en industrie alimentaire;13102
H;33;03;Conducteur / Conductrice de silo de céréales;13181
H;33;03;Conducteur / Conductrice de silo en industrie alimentaire;13182
H;33;03;Conducteur / Conductrice de silo en industrie laitière;13183
H;33;03;Coupeur / Coupeuse de couleurs;13776
H;33;03;Cuisinier / Cuisinière couleurs en industrie des matériaux souples;13862
H;33;03;Cuisinier / Cuisinière en industrie chimique;13865
H;33;03;Cuisinier / Cuisinière en industrie papetière;13866
H;33;03;Cuisinier / Cuisinière en tannerie-mégisserie;13867
H;33;03;Malaxeur/mélangeur / Malaxeuse/mélangeuse;16328
H;33;03;Opérateur / Opératrice arrivée de terre/préparation de terre en céramique;17047
H;33;03;Opérateur / Opératrice d'approvisionnement et de préparation en industrie;17059
H;33;03;Opérateur / Opératrice de broyeur;17065
H;33;03;Opérateur / Opératrice de concasseur;17071
H;33;03;Opérateur / Opératrice de pesée de matières;17129
H;33;03;Opérateur / Opératrice en préparation de matières et produits en industrie;17208
H;33;03;Préparateur / Préparatrice d'arômes alimentaires;17988
H;33;03;Préparateur / Préparatrice de bain de teinture;17989
H;33;03;Préparateur / Préparatrice de colles;17991
H;33;03;Préparateur / Préparatrice de colorants;17992
H;33;03;Préparateur / Préparatrice de formule d'impression;17996
H;33;03;Préparateur / Préparatrice de matières;17999
H;33;03;Préparateur / Préparatrice de matières en plasturgie;18000
H;33;03;Préparateur / Préparatrice de matières premières;18001
H;33;03;Préparateur / Préparatrice de mélange en industrie;18002
H;33;03;Préparateur / Préparatrice de mélange en industrie alimentaire;18003
H;33;03;Préparateur / Préparatrice de produit d'enduction;18008
H;33;03;"Préparateur / Préparatrice de produits pour teinture; apprêts et impression";18009
H;33;03;Préparateur / Préparatrice de recettes;18010
H;33;03;Préparateur / Préparatrice de sable en fonderie;18012
H;33;03;Préparateur / Préparatrice de sauce en industrie papetière;18013
H;34; ;Traitements thermiques et traitements de surfaces; 
H;34;01;Conduite de traitement d'abrasion de surface; 
H;34;01;Agent / Agente de parachèvement industriel;10538
H;34;01;Aviveur / Aviveuse de métaux industriels;11468
H;34;01;Casseur / Casseuse de jet de fonderie;11709
H;34;01;Décocheur / Décocheuse en fonderie;38220
H;34;01;Dépolisseur / Dépolisseuse sur verre;13982
H;34;01;Ébarbeur-ébavureur industriel / Ébarbeuse-ébavureuse industrielle;14536
H;34;01;Ébavureur / Ébavureuse en construction mécanique;14538
H;34;01;Ébavureur industriel / Ébavureuse industrielle;14539
H;34;01;Ébavureur-meuleur industriel / Ébavureuse-meuleuse industrielle;14540
H;34;01;Finisseur industriel / Finisseuse industrielle de surface;15089
H;34;01;Grenailleur industriel / Grenailleuse industrielle;15426
H;34;01;Opérateur / Opératrice de traitement d'abrasion de surface;17166
H;34;01;Paracheveur-meuleur industriel / Paracheveuse-meuleuse industrielle;17556
H;34;01;Polisseur / Polisseuse en bijouterie ou joaillerie;17865
H;34;01;Polisseur / Polisseuse en coutellerie industrielle;17866
H;34;01;Polisseur / Polisseuse en lunetterie;17867
H;34;01;Polisseur / Polisseuse en micromécanique;17868
H;34;01;Polisseur / Polisseuse par microlaser;17870
H;34;01;Polisseur / Polisseuse par ultrasons;17871
H;34;01;Polisseur / Polisseuse sur métaux;17872
H;34;01;Polisseur / Polisseuse sur verre;17873
H;34;01;Polisseur industriel / Polisseuse industrielle;17869
H;34;01;Sableur / Sableuse sur verre;19295
H;34;01;Sableur industriel / Sableuse industrielle;19294
H;34;02;Conduite de traitement par dépôt de surface; 
H;34;02;Agent / Agente de traitement de surface;10628
H;34;02;Anodiseur industriel / Anodiseuse industrielle;11074
H;34;02;Argenteur industriel / Argenteuse industrielle;11137
H;34;02;Cadmieur industriel / Cadmieuse industrielle;11623
H;34;02;Caoutchouteur industriel / Caoutchoutrice industrielle;11666
H;34;02;Chef d'équipe galvanisation;12475
H;34;02;Chromeur industriel / Chromeuse industrielle;12635
H;34;02;Conducteur / Conductrice d'installation de traitement de surface;13280
H;34;02;Conducteur / Conductrice de bain de traitement de surface;12879
H;34;02;Cuivreur industriel / Cuivreuse industrielle;13870
H;34;02;Décapeur industriel / Décapeuse industrielle;13896
H;34;02;Dégraisseur industriel / Dégraisseuse industrielle;13920
H;34;02;Doreur / Doreuse au rhodium;14520
H;34;02;Doreur / Doreuse sur métaux;14523
H;34;02;Électroplaste;14678
H;34;02;Émailleur industriel / Émailleuse industrielle;14737
H;34;02;Étameur-galvaniseur / Étameuse-galvaniseuse;14908
H;34;02;Étameur industriel / Étameuse industrielle;14907
H;34;02;Galvaniseur industriel / Galvaniseuse industrielle;15181
H;34;02;Galvanoplaste industriel / industrielle;15182
H;34;02;Galvanoplaste sur métaux et substrat;15183
H;34;02;Mastiqueur industriel / Mastiqueuse industrielle;16422
H;34;02;Métalliseur / Métalliseuse au pistolet industriel;16641
H;34;02;Métalliseur / Métalliseuse au plasma;16642
H;34;02;Metteur / Metteuse au bain industriel;16663
H;34;02;Nickeleur industriel / Nickeleuse industrielle;16990
H;34;02;Opérateur / Opératrice de ligne de galvanisation;17111
H;34;02;Opérateur / Opératrice de ligne de traitement de surface;17112
H;34;02;Opérateur / Opératrice galvanoplaste;17232
H;34;02;Opérateur décapeur industriel / Opératrice décapeuse industrielle;17177
H;34;02;Ouvrier / Ouvrière en métallisation;17492
H;34;02;Phosphateur industriel / Phosphateuse industrielle;17696
H;34;02;Plastifieur industriel / Plastifieuse industrielle;17824
H;34;02;Plombeur industriel / Plombeuse industrielle;17836
H;34;02;Rhodieur industriel / Rhodieuse industrielle;19260
H;34;02;Zingueur industriel / Zingueuse industrielle;20739
H;34;03;Conduite de traitement thermique; 
H;34;03;Agent / Agente de production de traitement thermique;10562
H;34;03;Agent / Agente de traitement thermique;10630
H;34;03;Cémenteur / Cémenteuse;11719
H;34;03;Cémenteur-trempeur / Cémenteuse-trempeuse de métaux;11720
H;34;03;Chargeur / Chargeuse de four de traitement thermique;11947
H;34;03;Chef d'équipe de trempe;12434
H;34;03;Conducteur / Conductrice de four de traitement thermique;12947
H;34;03;Conducteur / Conductrice de four tunnel à conduite automatisée;12952
H;34;03;Conducteur / Conductrice de ligne de traitement thermique;12989
H;34;03;Conducteur / Conductrice de traitement thermique;13204
H;34;03;Conducteur / Conductrice de trempe;13225
H;34;03;Nitrureur / Nitrureuse;16993
H;34;03;Opérateur / Opératrice de traitement thermique;17168
H;34;03;Opérateur / Opératrice de trempe;17174
H;34;03;Opérateur / Opératrice four de traitement thermique;17229
H;34;03;Recuiseur / Recuiseuse;18340
H;34;03;Trempeur / Trempeuse;20428
H;34;03;Trempeur / Trempeuse de métaux;20429
H;34;03;Trempeur / Trempeuse verre;20430
H;34;03;Trempeur-cémenteur / Trempeuse-cémenteuse;20431
H;34;03;Trempeur-outilleur / Trempeuse-outilleuse;20432
H;34;04;Peinture industrielle; 
H;34;04;Applicateur / Applicatrice en peinture industrielle;11089
H;34;04;Chef d'équipe peinture industrielle;12484
H;34;04;Conducteur / Conductrice de ligne de laquage;12982
H;34;04;Conducteur / Conductrice de robots de peinture;13164
H;34;04;Conducteur / Conductrice de robots de vernissage;13165
H;34;04;Gelcoater;15243
H;34;04;Laqueur industriel / Laqueuse industrielle;16159
H;34;04;Opérateur / Opératrice de peinture en ligne de fabrication;17127
H;34;04;Opérateur / Opératrice de peinture industrielle;17128
H;34;04;Opérateur / Opératrice en poudrage électrostatique;17207
H;34;04;Peintre aéronautique;17610
H;34;04;Peintre avion;17613
H;34;04;Peintre caréneur / caréneuse;17614
H;34;04;Peintre en construction navale;17622
H;34;04;Peintre en meubles métalliques;17625
H;34;04;Peintre en structures métalliques;17626
H;34;04;Peintre industriel / industrielle;17632
H;34;04;Peintre industriel / industrielle anti-corrosion;17633
H;34;04;Peintre industriel / industrielle au pistolet;17634
H;34;04;Peintre sableur industriel / sableuse industrielle;17643
H;34;04;Peintre sur métaux;17645
H;34;04;Peintre thermo-laqueur / thermo-laqueuse;17648
H;34;04;Pistoleteur industriel / Pistoleteuse industrielle;17805
H;34;04;Pistoleur industriel / Pistoleuse industrielle;17806
H;34;04;Poudreur industriel / Poudreuse industrielle;17955
H;34;04;Préparateur / Préparatrice de robot de peinture;18011
H;34;04;Projeteur / Projeteuse thermique;18200
H;34;04;Retoucheur / Retoucheuse sur tôles laquées en construction automobile;19249
H;34;04;Vernisseur industriel / Vernisseuse industrielle;20660
I; ; ;Installation et Maintenance; 
I;11; ;Encadrement; 
I;11;01;Direction et ingénierie en entretien infrastructure et bâti; 
I;11;01;Chef de projet infrastructure;12247
I;11;01;Chef de service infrastructure/environnement;12357
I;11;01;Chef de service sécurité trafic routier;12367
I;11;01;Chef de service technique de collectivité;12368
I;11;01;Chef du service entretien et travaux neufs;12541
I;11;01;Chef du service entretien technique voirie;12543
I;11;01;Chef viabilité sécurité;12604
I;11;01;Contrôleur / Contrôleuse des travaux publics de l'État en voirie;13626
I;11;01;Directeur / Directrice de la gestion technique des bâtiments;14270
I;11;01;Directeur / Directrice des bâtiments;14362
I;11;01;Directeur / Directrice des services techniques de collectivité;14384
I;11;01;Directeur / Directrice des travaux bâtiment;14388
I;11;01;Directeur / Directrice de travaux d'infrastructure;14336
I;11;01;Ingénieur / Ingénieure d'exploitation de la route;15717
I;11;01;Ingénieur / Ingénieure de maintenance en infrastructure;15647
I;11;01;Ingénieur / Ingénieure de maintenance réseau signalisation télécoms;15653
I;11;01;Ingénieur / Ingénieure de maintenance travaux génie civil;15654
